tipo,id,campo,antes,depois,motivo
normalizacao_valor,mt_via_brasil_mt_246_p4,valor_base_categoria1_brl,10.9,10.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,valor_original_categoria1_brl,10.9,10.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_2_brl,21.8,21.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_3_brl,32.7,32.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_4_brl,43.6,43.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_5_brl,54.5,54.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_6_brl,65.4,65.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_7_brl,76.3,76.30,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_8_brl,87.2,87.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_246_p4,eixos_9_brl,98.1,98.10,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_brasil_mt_246_p4,latitude,-14.5088437,-14.50884370,Padronização para 8 casas decimais.
normalizacao_coordenada,mt_via_brasil_mt_246_p4,longitude,-57.9122136,-57.91221360,Padronização para 8 casas decimais.
normalizacao_valor,mt_via_brasil_mt_320_p1,valor_base_categoria1_brl,11.7,11.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,valor_original_categoria1_brl,11.7,11.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_2_brl,23.4,23.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_3_brl,35.1,35.10,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_4_brl,46.8,46.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_5_brl,58.5,58.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_6_brl,70.2,70.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_7_brl,81.9,81.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_8_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p1,eixos_9_brl,105.3,105.30,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_brasil_mt_320_p1,longitude,-55.3248587,-55.32485870,Padronização para 8 casas decimais.
normalizacao_valor,mt_via_brasil_mt_320_p2,valor_base_categoria1_brl,11.7,11.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,valor_original_categoria1_brl,11.7,11.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_2_brl,23.4,23.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_3_brl,35.1,35.10,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_4_brl,46.8,46.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_5_brl,58.5,58.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_6_brl,70.2,70.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_7_brl,81.9,81.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_8_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p2,eixos_9_brl,105.3,105.30,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_brasil_mt_320_p2,latitude,-10.4496712,-10.44967120,Padronização para 8 casas decimais.
normalizacao_coordenada,mt_via_brasil_mt_320_p2,longitude,-55.7313663,-55.73136630,Padronização para 8 casas decimais.
normalizacao_valor,mt_via_brasil_mt_320_p3,valor_base_categoria1_brl,11.7,11.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,valor_original_categoria1_brl,11.7,11.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_2_brl,23.4,23.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_3_brl,35.1,35.10,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_4_brl,46.8,46.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_5_brl,58.5,58.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_6_brl,70.2,70.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_7_brl,81.9,81.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_8_brl,93.6,93.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_brasil_mt_320_p3,eixos_9_brl,105.3,105.30,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_brasil_mt_320_p3,latitude,-9.923200000000001,-9.92320000,Padronização para 8 casas decimais.
normalizacao_coordenada,mt_via_brasil_mt_320_p3,longitude,-55.9708411,-55.97084110,Padronização para 8 casas decimais.
normalizacao_valor,mt_rota_dos_graos_p1,valor_base_categoria1_brl,10.9,10.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,valor_original_categoria1_brl,10.9,10.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_2_brl,21.8,21.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_3_brl,32.7,32.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_4_brl,43.6,43.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_5_brl,54.5,54.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_6_brl,65.4,65.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_7_brl,76.3,76.30,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_8_brl,87.2,87.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p1,eixos_9_brl,98.1,98.10,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_rota_dos_graos_p1,latitude,-15.2247023,-15.22470230,Padronização para 8 casas decimais.
normalizacao_coordenada,mt_rota_dos_graos_p1,longitude,-54.127911850000004,-54.12791185,Padronização para 8 casas decimais.
normalizacao_valor,mt_rota_dos_graos_p2,valor_base_categoria1_brl,10.9,10.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,valor_original_categoria1_brl,10.9,10.90,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_2_brl,21.8,21.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_3_brl,32.7,32.70,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_4_brl,43.6,43.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_5_brl,54.5,54.50,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_6_brl,65.4,65.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_7_brl,76.3,76.30,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_8_brl,87.2,87.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_rota_dos_graos_p2,eixos_9_brl,98.1,98.10,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_rota_dos_graos_p2,latitude,-14.593765099999999,-14.59376510,Padronização para 8 casas decimais.
normalizacao_valor,mt_via_norte_sul_p1,valor_base_categoria1_brl,10.8,10.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,valor_original_categoria1_brl,10.8,10.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_2_brl,21.6,21.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_3_brl,32.4,32.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_4_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_5_brl,54.0,54.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_6_brl,64.8,64.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_7_brl,75.6,75.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_8_brl,86.4,86.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p1,eixos_9_brl,97.2,97.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_norte_sul_p1,longitude,-55.6599822,-55.65998220,Padronização para 8 casas decimais.
normalizacao_valor,mt_via_norte_sul_p2,valor_base_categoria1_brl,10.8,10.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,valor_original_categoria1_brl,10.8,10.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_2_brl,21.6,21.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_3_brl,32.4,32.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_4_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_5_brl,54.0,54.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_6_brl,64.8,64.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_7_brl,75.6,75.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_8_brl,86.4,86.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p2,eixos_9_brl,97.2,97.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_norte_sul_p2,latitude,-11.526589349999998,-11.52658935,Padronização para 8 casas decimais.
normalizacao_coordenada,mt_via_norte_sul_p2,longitude,-56.652384600000005,-56.65238460,Padronização para 8 casas decimais.
normalizacao_valor,mt_via_norte_sul_p3,valor_base_categoria1_brl,10.8,10.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,valor_original_categoria1_brl,10.8,10.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_2_brl,21.6,21.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_3_brl,32.4,32.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_4_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_5_brl,54.0,54.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_6_brl,64.8,64.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_7_brl,75.6,75.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_8_brl,86.4,86.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,mt_via_norte_sul_p3,eixos_9_brl,97.2,97.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_coordenada,mt_via_norte_sul_p3,latitude,-11.6383028,-11.63830280,Padronização para 8 casas decimais.
normalizacao_coordenada,mt_via_norte_sul_p3,longitude,-56.1031873,-56.10318730,Padronização para 8 casas decimais.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,valor_base_categoria1_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,valor_original_categoria1_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_2_brl,28.8,28.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_3_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_4_brl,57.6,57.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_5_brl,72.0,72.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_6_brl,86.4,86.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_7_brl,100.8,100.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_8_brl,115.2,115.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p1_costa_rica,eixos_9_brl,129.6,129.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,valor_base_categoria1_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,valor_original_categoria1_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_2_brl,28.8,28.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_3_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_4_brl,57.6,57.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_5_brl,72.0,72.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_6_brl,86.4,86.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_7_brl,100.8,100.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_8_brl,115.2,115.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p2_chapadao_do_sul,eixos_9_brl,129.6,129.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,valor_base_categoria1_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,valor_original_categoria1_brl,14.4,14.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_2_brl,28.8,28.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_3_brl,43.2,43.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_4_brl,57.6,57.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_5_brl,72.0,72.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_6_brl,86.4,86.40,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_7_brl,100.8,100.80,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_8_brl,115.2,115.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_306_br_359_p3_cassilandia,eixos_9_brl,129.6,129.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,valor_base_categoria1_brl,14.0,14.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,valor_original_categoria1_brl,14.0,14.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_2_brl,28.0,28.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_3_brl,42.0,42.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_4_brl,56.0,56.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_5_brl,70.0,70.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_6_brl,84.0,84.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_7_brl,98.0,98.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_8_brl,112.0,112.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p4_paranaiba,eixos_9_brl,126.0,126.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,valor_base_categoria1_brl,14.0,14.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,valor_original_categoria1_brl,14.0,14.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_2_brl,28.0,28.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_3_brl,42.0,42.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_4_brl,56.0,56.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_5_brl,70.0,70.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_6_brl,84.0,84.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_7_brl,98.0,98.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_8_brl,112.0,112.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p5_aparecida_do_taboado,eixos_9_brl,126.0,126.00,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p6_aparecida_do_taboado,valor_base_categoria1_brl,4.6,4.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p6_aparecida_do_taboado,valor_original_categoria1_brl,4.6,4.60,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
normalizacao_valor,ms_estadual_ms_112_br_158_br_436_p6_aparecida_do_taboado,eixos_2_brl,9.2,9.20,Arredondamento/normalização monetária para 2 casas decimais; elimina artefatos como 000000000001 no XLSX.
